question,wiki-url,score 1,score 2,score 3,score 4,answer 1,answer 2,answer 3,answer 4
How many modern constellations are there today?,http://en.wikipedia.org/wiki/Leo_(constellation),Easy,easy,easy,easy,88,88,88,88
How many stars of first or second magnitude are there?,http://en.wikipedia.org/wiki/Leo_(constellation),Medium,medium,easy,easy,4,4,4,4
What is the name of the bright variable star in Leo?,http://en.wikipedia.org/wiki/Leo_(constellation),Medium,hard,medium,medium,R Leonis,R Leonis,R Leonis,R Leonis
What star has the lowest metallicity of any known star?,http://en.wikipedia.org/wiki/Leo_(constellation),Medium,medium,hard,medium,SDSS J102915 + 172927,SDSS J102915+172927 (Caffau's star),SDSS J102915+172927,CW Leo
How did Heracles kill the Nemean Lion?,http://en.wikipedia.org/wiki/Leo_(constellation),Hard,hard,hard,hard,Breaking its back,Breaking its back,Breaking its back,breaking its back
What galaxy is 25 million light-years away and similar to the Milky Way?,http://en.wikipedia.org/wiki/Leo_(constellation),Medium,medium,medium,medium,NGC 2903,NGC 2903,ngc 2903,NGC 2903
What did the Jews call Leo?,http://en.wikipedia.org/wiki/Leo_(constellation),Medium,medium,medium,medium,Ayre,Ayre,Ayre,ayre
What are the named stars in Leo?,http://en.wikipedia.org/wiki/Leo_(constellation),Hard,hard,hard,hard,"regulus, beta leonis, algieba, delta leonis, zeta leonis, iota leonis, tau leonis, mu leonis, rasalas, theta leonis","regulus, beta leonis, algieba, delta leonis, zeta leonis, iota leonis, tau leonis, mu leonis, rasalas, theta leonis","regulus, beta leonis, algieba, delta leonis, zeta leonis, iota leonis, tau leonis, mu leonis, rasalas, theta leonis","Alpha Leonix, Beta Leonis, Gamma Leonis, Delta Leonis, Epsilon Leonis, Zeta Leonis, Iota Leonis, Tau Leonis, Mu Leonis, and Theta Leonia"
Which constellation is to the east of Leo?,http://en.wikipedia.org/wiki/Leo_(constellation),Medium,medium,medium,medium,Virgo,Virgo,Virgo,Virgo
"What associations does the ""Great Lion"" have?",http://en.wikipedia.org/wiki/Leo_(constellation),hard,hard,hard,hard,regal,distinctly regal,distinctly regal,regal
What do Leo's mane and shoulders form?,http://en.wikipedia.org/wiki/Leo_(constellation),hard,hard,hard,hard,"""the sickle""",the sickle,"""The Sickle""",the sickle
What constellation was created out of the lion's tail?,http://en.wikipedia.org/wiki/Leo_(constellation),hard,hard,hard,hard,coma berenices,coma berenices,coma berenices,Coma Berenices
What is the Leo Ring made out of?,http://en.wikipedia.org/wiki/Leo_(constellation),Hard,hard,hard,hard,hydrogen and helium,hydrogen and helium,hydrogen and helium,hydrogen and helium
What is the earliest form of english?,http://en.wikipedia.org/wiki/English_language,easy,easy,easy,easy,Old English,Old-english,Old English,Old English
How many people speak english as their first language?,http://en.wikipedia.org/wiki/English_language,easy,easy,easy,easy,359 million,359 million,359 million,359 million
What is the language most commonly spoken in the world?,http://en.wikipedia.org/wiki/English_language,easy,easy,easy,easy,English,English,English,english
What did Middle-English transition from?,http://en.wikipedia.org/wiki/English_language,medium,medium,medium,medium,Old English,Old-english,Old English,old english
How many phonemes are there in English?,http://en.wikipedia.org/wiki/English_language,easy,medium,easy,easy,24,24,24,24
What is a pluricentric language?,http://en.wikipedia.org/wiki/English_language,medium,medium,medium,medium,no one national authority sets the standard for use of the language,no one national authority sets the standard for use of the language,one in which there is no national authority that sets the standard,no one national authority sets the standard for use of the language
"What is the ""expanding circle"" category in the three circles model?",http://en.wikipedia.org/wiki/English_language,medium,hard,medium,medium,countries where many learners learn English as a foreign language,countries are countries where many learners learn English as a foreign language,countries where many learners learn English as a foreign language,countries where many learners learn English as a foreign language
Is it true that there are many varieties of english?,http://en.wikipedia.org/wiki/English_language,hard,hard,hard,hard,yes,yes,yes,yes
What is the topic in discourse-level English?,http://en.wikipedia.org/wiki/English_language,hard,hard,hard,hard,known information,the known information,known information,known information
What have some scholars argued English can be considered?,http://en.wikipedia.org/wiki/English_language,medium,hard,easy,medium,mixed language,,mixed language,mixed language
What language family is English part of?,http://en.wikipedia.org/wiki/English_language,easy,easy,easy,easy,indo-european,Indo-European ,Indo-European,Indo-European
Where does modern English descend from?,http://en.wikipedia.org/wiki/English_language,easy,easy,easy,easy,middle english,Middle-english,Middle English,middle english
"Counting obselete words, how many words does English have?",http://en.wikipedia.org/wiki/English_language,medium,medium,medium,medium,170000,170000,"170,000",170000
How does English form new words?,http://en.wikipedia.org/wiki/English_language,hard,hard,hard,hard,"conversion, derivational suffixes, nominal compounding","conversion, nominal compounding, derivational suffixes, acronyms","conversion, normal compounding, derivational suffices, neologisms","conversion, nominal-compounding, and derivational suffixes"
How does Australian English differ from other types of English?,http://en.wikipedia.org/wiki/English_language,hard,hard,hard,hard,contrast between long and short vowels,contrast between long and short vowels,contrast between long and short vowels,contrast between long and short vowels
What alphabet is English written in?,http://en.wikipedia.org/wiki/English_language,easy,easy,easy,easy,latin,latin,Latin,Latin alphabet
What is used to give additional information about verbs?,http://en.wikipedia.org/wiki/English_language,hard,medium,hard,hard,adverb,adverb,adverbs,adverbs
How many sovereign states is English the official language for?,http://en.wikipedia.org/wiki/English_language,easy,easy,easy,easy,60,60,60,60
Does English have future verb forms?,http://en.wikipedia.org/wiki/English_language,easy,medium,easy,medium,no,no,no,no
About what percent of English words aren't from Anglo-Saxon langauges?,http://en.wikipedia.org/wiki/English_language,easy,medium,medium,medium,60%,60%,60%,60%
What does AAVE stand for?,http://en.wikipedia.org/wiki/English_language,hard,hard,medium,hard,African American Vernacular English,African American Vernacular English,african american vernacular english,African American Vernacular English
What kind of phrase is composed of a preposition and one or more nouns?,http://en.wikipedia.org/wiki/English_language,easy,easy,easy,easy,Prepositional Phrases,Prepositional phrases,prepositional phrase,prepositional phrase
What is an example of a word that uses a silent e?,http://en.wikipedia.org/wiki/English_language,hard,hard,hard,hard,cake or note,note,note or cake,cake
Around when was the transition to Early Modern English?,http://en.wikipedia.org/wiki/English_language,medium,medium,medium,medium,1500,1500,1500,1500
Which accent uses retroflex articulation?,http://en.wikipedia.org/wiki/English_language,hard,hard,hard,hard,indian english,Indian English,Indian English,indian english
How many letters of the Latin script are in the modern English alphabet?,http://en.wikipedia.org/wiki/English_language,easy,easy,easy,easy,26,26,26,26
"In terms of rhythm, what kind of language is English described as?",http://en.wikipedia.org/wiki/English_language,medium,easy,easy,easy,stress-timed language,stress-timed,stress-timed,stress-timed
What is the structure of an English syllable?,http://en.wikipedia.org/wiki/English_language,medium,medium,medium,medium,(CCC)V(CCCC),(CCC)V(CCCC),(CCC)V(CCCC),(CCC)V(CCCC)
Who brought Common Brittonic to Britain?,http://en.wikipedia.org/wiki/English_language,medium,medium,hard,medium,Anglo-Saxons,Anglo-Saxons,Anglo-Saxons,Anglo-Saxons
What language's grammar is Old English similar to?,http://en.wikipedia.org/wiki/English_language,medium,hard,hard,medium,modern german,german,modern german,modern German
What dialect is the earliest English poem written in?,http://en.wikipedia.org/wiki/English_language,medium,medium,medium,medium,Northumbrian,Northumbrian,Northumbrian,Northumbrian
What english was spoken until 1500?,http://en.wikipedia.org/wiki/English_language,hard,hard,hard,hard,middle english,Middle English,Middle English,Middle English
What languages have more native speakers than English?,http://en.wikipedia.org/wiki/English_language,hard,medium,hard,hard,mandarin and spanish,Mandarin and Spanish,Mandarin and Spanish,Mandarin and Spanish
What kind of dialect is Received Pronunciation?,http://en.wikipedia.org/wiki/English_language,hard,hard,hard,hard,non-rhotic,non-rhotic,non-rhotic,non-rhotic
What circle are countries that teach English as a foreign language in?,http://en.wikipedia.org/wiki/English_language,medium,medium,medium,medium,expanding circle,expanding circle,expanding circle,expanding
What are wynn and thorn?,http://en.wikipedia.org/wiki/English_language,medium,hard,medium,medium,runic letters,runic letters,runic letters,runic letters
Was Harry Potter and the Prisoner of Azkaban a fantasy movie?,/data/set4/a7,easy,easy,easy,easy,yes,yes,Yes,yes
Is the movie distributed by Dreamworks?,/data/set4/a7,easy,easy,easy,easy,no,no,No,no
Who stars as Harry Potter?,/data/set4/a7,medium,easy,medium,medium,Daniel Radcliffe,Daniel Radcliffe,"Daniel Radcliffe, Rupert Grint, and Emma Watson",Daniel Radcliffe
What does Sirius send Harry?,/data/set4/a7,medium,easy,easy,medium,a Firebolt Broom,a Firebolt broom,A Firebolt broom,a Firebolt broom
Was Harry Potter and the Half-Blood Prince released on VHS?,/data/set4/a7,hard,hard,hard/unacceptable,easy,No,No,No,no
Which figure did Harry see in the distance?,/data/set4/a7,hard,hard,hard,hard,He himself,Harry,Himself,himself
Is Leo latin for lion?,/data/set2/a1,easy,easy,easy,easy,Yes,Yes,Yes,yes
Does Leo contain many bright stars?,/data/set2/a1,easy,easy,medium,easy,Yes,Yes,Yes,yes
What is The Leo Ring?,/data/set2/a1,medium,easy,hard,easy,a cloud of hydrogen and helium gas,a cloud of hydrogen and helium gas,a cloud of hydrogen and helium gas,a cloud of hydrogen and helium gas
Who killed the Nemean Lion?,/data/set2/a1,medium,medium,easy,medium,Heracles,Heracles,Heracles,Heracles
Is Messier 66 a part of the Leo Triplet?,/data/set2/a1,hard,hard,hard,medium,Yes,Yes,Yes,yes
Which of the four stars of first or second magnitude is the brightest?,/data/set2/a1,hard,hard,hard/unacceptable,hard,Regulus,Zeta Leonis,Zeta Leonis,zeta leonis
How old is Harry Potter in the movie?,/data/set4/a7,hard,easy,easy,medium,13,13,13,13
What is Harry Potter and the Prisoner of Azkaban a sequel to?,/data/set4/a7,medium,easy,easy,medium,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber fo Secrets
Is Scabbers actually Pettigrew?,/data/set4/a7,easy,easy,easy,hard,Yes,Yes,Yes,yes
What is Delta Leonis called?,/data/set2/a1,easy,easy,medium,medium,Zosma,Zosma,Zosma,zosma
Which star is the foot?,/data/set2/a1,medium,medium,medium,medium,rho Leonis,Sigma Leonis,rho Leonis,sigma Leonis
Which star is the oldest?,/data/set2/a1,hard,hard,hard,medium,SDSS J102915+172927 (Caffau's star),SDSS J102915+172927,Caffau's star,
How does the audience see Harry's darker side in the film?,/data/set4/a7,medium,medium,medium,hard,"when Harry proclaims, ""I hope he [Black] finds me. Cause when he does, I'm going to be ready. When he does, I'm going to kill him!""","when Harry proclaims, ""I hope he [Black] finds me. Cause when he does, I'm going to be ready. When he does, I'm going to kill him!""","Harry proclaims ""I hope he [Black] finds me. Cause when he does, I'm going to be ready. When he does, I'm going to kill him!""","when Harry proclaims, ""I hope he [Black] finds me. Cause when he does, I'm going to be ready. When he does, I'm going to kill him!"""
Who killed Harry's parents?,/data/set4/a7,easy,easy,medium,medium,the dark wizard Voldemort,Voldemort,Sirius Black,Voldemort
Who is Marge?,/data/set4/a7,medium,easy,easy,medium,Uncle Vernon's sister,Uncle Vernon's sister,Uncle Vernon's sister,Uncle Vernon's Sister
Why did Ron and Hermione have a greater romantic connection in the film?,/data/set4/a7,hard,hard,hard,hard,in response to criticism of the first two films for sacrificing character development for mystery and adventure,"in response to criticism of the first two films for sacrificing character development for mystery and adventure, the emotional development of all three lead characters is given more attention in the third film",criticism that the previous 2 films sacrificed character development for mystery and adventure,because the first two films were criticised for sacrificing character development for mystery and adventure
What 2 shops is the set of Honeydukes built from?,/data/set4/a7,hard,hard,hard,medium,Flourish & Blotts and Ollivanders,Flourish & Blotts and Ollivanders,Flourish & Blotts and Ollivanders,the Flourish and Blotts and the Ollivanders
What is the name of the Divination teacher?,/data/set4/a7,medium,medium,easy,easy,Sybill Trelawney,Sybill Trelawney,Sybill Trelawney,Sybill Trelawney
What is Ron's pet rat's name?,/data/set4/a7,medium,easy,easy,easy,Scabbers,Scabbers,Scabbers,Scabbers
Who were the candidates to replace Chris Columbus as director?,/data/set4/a7,medium,medium,medium,medium,"Callie Khouri, Kenneth Branagh and Alfonso Cuarón","Callie Khouri, Kenneth Branagh, Alfonso Cuarón","Callie Khouri, Kenneth Branagh, and Alfonso Cuaron","Callie Khouri, Kenneth Branagh, and Alfonso Cuaron"
What character did the person who convinced David Thewlis to accept the role of Professor Lupin play?,/data/set4/a7,hard,hard,hard,hard,Quirrell,Quirrell,Quirrell ,Ian Hart
How many modern constellations are there?,/data/set2/a1,medium,easy,easy,easy,88,88,88,88
Who were the earliest people to use a group of stars from the lion's tail to create a new constellation?,/data/set2/a1,hard/unacceptable,hard,hard,easy,"Modern Astronomers, including Tycho Brache",ancient Greeks and Romans,asciende Greeks and Romans,Mesopotamians
What did William Herschel discover?,/data/set2/a1,medium,medium,medium,easy,NGC 2903,NGC 2903,NGC 2903,ngc 2903a 
What is the shape of Leo?,/data/set2/a1,medium,medium,medium,easy,crouching lion,the back of a lion's head,a sickle,a crouching lion
What is a namesake of. Leo?,/data/set2/a1,hard/unacceptable,medium,hard,medium,USS Leonis?,USS Leonis,USS Leonis,uss leonis
What is approximately 10 meteors per hour?,/data/set2/a1,medium,medium,easy,easy,The normal peak rate,The normal peak rate of the Leonids,Normal peak rate,the normal peak rate
Who is a modern astronomer?,/data/set2/a2,medium,medium,medium,easy,Tycho Brahe,Tycho Brahe,,Tycho Brahe in 1602
What consists of the Leo triplet?,/data/set2/a3,hard,hard,hard,easy,"Messier 65, Messier 66","M65, M66, NGC 3628","M66, M65, and NGC 3628","M66, M65, and NGC 3628"
What did the Persians call Leo?,/data/set2/a4,easy,easy,easy,easy,Ser or Shir,Ser or Shir,Ser or Shir,Ser or Shir
When did Richard Harris die?,/data/set4/a7,medium,easy,medium,easy,25-Oct-02,25-Oct-02,"October 25, 2002",October 12 2002
What score did The Prizoner of Azkaban receive on Metacritic?,/data/set4/a7,easy,easy,easy,medium,82 out of 100,82,82,91%
Where was the Hogwarts Lake filmed?,/data/set4/a7,easy,easy,easy,medium,"Loch Shiel, Loch Eilt and Loch Morar in the Scottish Highlands","Loch Shiel, Loch Eilt and Loch Morar in the Scottish Highlands","Loch Shiel, Loch Eilt and Loch Morar","Loch Shiel, Loch Eilt and Loch Morar in the Scottish Highlands"
How much money did the Prizoner of Azkaban make worldwide?,/data/set4/a7,medium,medium,easy,medium,$796.7 million,$796.7 million,$796.7 million,$796.7 million
When was Harry Potter and te Prisoner of Azkaban released?,/data/set4/a7,medium,medium,hard/unacceptable,easy,31-May-04,on 31 May 2004 in the United Kingdom and on 4 June 2004 in North America,May 31 2004 in UK and June 4 2004 in North America,May 31 2004
What parts of Hogwarts were seen for the first time?,/data/set4/a7,medium,medium,medium,medium,the Hogwarts courtyard and bridge,the courtyard and bridge,Hog warts courtyard and bridge,courtyard and bridge
What is the second brightest star in Leo?,/data/set2/a1,hard,medium,medium,easy,Beta Leonis,39 Leonis,39 Leonis,39 leonis
When do the Leonids occur?,/data/set2/a1,medium,easy,easy,easy,November,November,November,november
How far are M95 and M96 from Earth?,/data/set2/a1,medium,medium,easy,easy,20 million light-years,20 million light-years,20 million light-years,20 million light-years
